levels,tid,pid,code,word,arabic,translation,definition
L5,1094,1076,L-15.18,Kasr Sha‘rī,كسر شعري,Hairline fracture,"In this type, there is a thinline fracture of bones."
L5,1095,1076,L-15.19,Kasr Dhātī,كسر ذاتي,Pathological fracture,A fracture that occurs in the bones due to some disease.
L5,1096,1076,L-15.20,Kasr Mafṣilī,كسر مفصلي,Epiphyseal fracture,Fracture of the edges of bones.
L5,1097,1076,L-15.21,Kasr al-Anf,كسر الانف,,Fracture of nasal bone.
L5,1098,1076,L-15.22,Kasr Fujlī/Kasr Qaṣabī/ Kasr Qathwī,كسر فجلي/ كسر قصبي/ كسر قثوى,,Deep and broad fracture of the bones.
L5,1099,1076,L-15.23,Kasr Hilālī,كسر هلالي,,Broad and long fracture of bones.
L5,1100,1076,L-15.24,Kasr Sawīqī/ Kasr Qaḍībī/ Kasr Jawzī/ Kasr Jarīshī,كسر سويقي/ كسر قضيبي/ كسر جوزي/ كسر جريشي,,Crushed fracture of the bones.
L4,1101,1061,L-16,Khal‘,خلع,Dislocation of joint,It is the slipping out of a bone from joint.
L5,1102,1101,L-16.1,Khal‘ Ḍarbī,خلع ضربي,Traumatic dislocation,"Dislocation of joints caused by two factors i.e. exogenous and endogenous. Exogenous factors, include trauma of the joint. Endogenous factors include the weakness of joint, ligaments etc."
L5,1103,1101,L-16.2,Khal‘ al-Mafāṣil,خلع المفاصل,Dislocation of joints,Total deviation or displacement of bone from its adjoining bone.
L5,1104,1101,L-16.3,Khal‘ Khilqī,خلع خلقي,Congenital dislocation,A type of dislocation which is present at birth. It is caused either by the abnormal position of the foetus in the uterus or by defect in the process of formation of structure in foetal life. The most common congenital dislocation is the dislocation of hip joint.
L5,1105,1101,L-16.4,Khal‘ Maraḍī/ Khal‘ ‘Arḍī,خلع مرضى/ خلع عرضي,Pathologic dislocation,"A type of dislocation occurring due to joint diseases e.g. inflammation, pus formation or tubercular infection and other nerve disorders"
L5,1106,1101,L-16.5,Khal‘ Tāmm/ Khal‘ Kāmil,خلع تام/ خلع كامل,Complete dislocation,When the head of the bone completely subluxates from its normal position
L5,1107,1101,L-16.6,Khal‘ Ghayr Tāmm/ Khal‘ Ghayr Kāmil/ Khal‘ Ghayr Mukammal,خلع غير تام/ خلع غير كامل/ خلع غير مكمل,Incomplete dislocation,When the head of the bone partially subluxates from its normal position.
L5,1108,1101,L-16.7,Khal‘ Murakkab,خلع مركب,Compound dislocation,When there is injury of the skin with dislocation.
L5,1109,1101,L-16.8,Khal‘ Muḍā‘af,خلع مضاعف,Complicated dislocation,When there is injury of vessels and bones with dislocation. This is a complicated type of dislocation.
L5,1110,1101,L-16.9,Khal‘ Kasrī,خلع كسرى,Fracture dislocation,When there is fracture with dislocation of bone.
L4,1111,1061,L-17,Wathā,وثیٰ,Spraining,Partial displacement of the bone from its joint.
L3,1112,2,M,Jarāḥat,جراحت,Surgery,
L4,1113,1112,M-1,Jurūḥ,جروح,Wounds,Breaches in the continuity of muscles and other tissues of the body.
L5,1114,1113,M-1.1,Jurūḥ Maftūḥa/ Jurūḥ Wāḍiḥa,جروح مفتوحہ/ جروح واضحہ,Open wounds,Discontinuity of skin and mucous membrane which is exposed outside.
L5,1115,1113,M-1.2,Jurūḥ Qaṭ‘iyya,جروح قطعيہ,Incised wounds,Wounds which are produced by sharp instruments or objects.
L5,1116,1113,M-1.3,Jurūḥ Wakhiziyya,جروح وخزيہ,Penetrating wounds,Wounds caused by pointed sharp objects that involve skin and underlying tissues.
L5,1117,1113,M-1.4,Jurūḥ Mazqiyya,جروح مزقيہ,Lacerated wounds,Wounds with irregular and jagged edges and characterised by the massive destruction of tissues.
L5,1118,1113,M-1.5,Jurūḥ Musaddasa/ Jurūḥ Shashkhana,جروح مسدسہ / جروح شش خانہ,,Wounds having six edges.
L5,1119,1113,M-1.6,Jurūḥ Raḍḍiyya,جروح رضيہ,Contused wounds,Closed blunt wounds not involving skin.
L5,1120,1113,M-1.7,Jurūḥ Sammiyya,جروح سميہ,Poisoned wounds,Wounds caused by the bite of poisonous animals.
L5,1121,1113,M-1.8,Jurūḥ Nāriyya/ Jurūḥ Bārūdiyya,جروح ناريہ/ جروح باروديہ,,Wounds caused by burn.
L5,1122,1113,M-1.9,Jurūḥ ‘Ufūniyya,جروح عفونيہ,,Wounds that are infected and suppurated.
L5,1123,1113,M-1.10,Jurūḥ Ghayr ‘Ufūniyya/ Jurūḥ Ghayr Mulawwatha,جروح غير عفونيہ /جروح غير ملوثہ,,Wounds that are not infected and not suppurated.
L4,1124,1112,M-2,Ta‘affun al-Dam,تعفن الدم,Septicaemia,"A systemic disease associated with the presence, multiplication and formation of septic emboli in the blood."
L4,1125,1112,M-3,Tasammum al-Dam,تسمم الدم,Toxaemia,A condition which results from the spread of bacterial products or toxins in the blood stream.
L4,1126,1112,M-4,Taqayyuḥ al-Dam,تقيح الدم,Pyemia,"Presence of pus in the blood with pyemic abscesses. This condition is marked by fevers, chills, sweating and abscess in various parts of the body."
L4,1127,1112,M-5,Qarḥa,قرحہ,Ulcer,"Breach in the continuity of the epithelial membrane is known as ulcer. It is caused by some injury, abscess and skin eruptions."
L5,1128,1127,M-5.1,Qarḥa ‘Arḍiyya,قرحہ عرضيہ,,A type of ulcer caused by pus forming bacteria.
L5,1129,1127,M-5.2,Qarḥa Naw‘iyya,قرحہ نوعيہ,,"A type of ulcer caused by specific causative organism e.g. syphilitic ulcers, tuberculous ulcers, etc."
L5,1130,1127,M-5.3,Qarḥa Khabītha/ Qarḥa ‘Afina,قرحہ خبيثہ/ قرحہ عفنہ,Lupoid ulcer/Malignant ulcer,A type of ulcer that doesn’t heal easily or the healing is delayed.
L5,1131,1127,M-5.4,Qarḥa Mūlima,قرحہ مولمہ,Painful ulcer,A type of ulcer accompanied with pain.
L5,1132,1127,M-5.5,Qarḥa Ghayr Mūlima,قرحہ غيرمولمہ,Painless ulcer,A type of ulcer not accompanied with pain.
L5,1133,1127,M-5.6,Qarḥa Salīma,قرحہ سليمہ,Benign ulcer,A type of ulcer that is easily healed.
L5,1134,1127,M-5.7,Qarḥa ‘Asir al-Indimāl,قرحة عسر الاندمال,Indolent ulcer/Callous ulcer,A type of ulcer that is difficult to heal e.g. varicose ulcer.
L5,1135,1127,M-5.8,Qarḥa Khayrūniyya,قرحہ خيرونيہ,Tuberculous ulcer,"A grave kind of ulcer, named after the person <em>Khayrūn</em> who first suffered from this."
L5,1136,1127,M-5.9,Qarḥa Sā‘iyya,قرحہ ساعيہ,Spreading ulcer,A type of ulcer that has the tendency to spread by the continous discharge of pus.
L5,1137,1127,M-5.10,Qarḥa Iḥtirāqiyya,قرحہ احتراقيہ,,A type of ulcer found on the skin surface as a scar mark with dark sloughing. It is caused due to the accumulation of burnt black bile.
L5,1138,1127,M-5.11,Qarḥa Qaṭāṭ,قرحہ قطاة,Decubitus ulcer/Bed sore,"A type of ulcer found in bed ridden patients. These ulcers are produced by the pressure, injury, anaemia and wet surface of the bed."
L5,1139,1127,M-5.12,Qarḥa Naqiyya,قرحہ نقيہ,Non infected ulcer,Ulcer which is clean.
L5,1140,1127,M-5.13,Qarḥa Ghayr Naqiyya,قرحہ غير نقيہ,Infected ulcer,Ulcer in which infection persists.
L5,1141,1127,M-5.14,Qarḥa Lathiqa,قرحہ لثقہ,,Ulcer in which there is plenty of viscid fluids.
L5,1142,1127,M-5.15,Qarḥa Wasikha,قرحہ وسخہ,,Ulcer in which there is putrified material.
L5,1143,1127,M-5.16,Qarḥa Muta’akkila,قرحہ متاكلہ,Rodent ulcer,Ulcerating basal cell carcinoma of the skin.
L5,1144,1127,M-5.17,Qarḥa Rahla/ Qarḥa Nāthira,قرحہ رهلہ/قرحہ ناثرہ,,Ulcer which is associated with falling of hair around it.
L5,1145,1127,M-5.18,Qarḥa Rashshāḥa,قرحہ رشاحہ,Oozing ulcer,Ulcers with continuous discharge from them.
L5,1146,1127,M-5.19,Qarḥa Ḥarra,قرحہ حارہ,,Ulcers which are hot in nature.
L5,1147,1127,M-5.20,Qarḥa Bārida,قرحہ باردہ,,Ulcers which are cold in nature.
L5,1148,1127,M-5.21,Qarha Dawaliyya,قرحہ دواليہ,Varicose ulcer,An ulcer found on the legs because of stasis or stagnation of blood in the veins.
L4,1149,1112,M-6,Qurūḥ Balkhiyya,قروح بلخيہ,Oriental sore,"Primarily, there is appearance of small papule on the skin. Later, there is increase in redness and burning. After about 10-15 days there is a formation of ulcer with intense red papule and crusts.There is a continous discharge from this ulcer and these are difficult to heal."
L4,1150,1112,M-7,Ūdhīma,اوذيمہ,Oedema,Ūdhīma is a Greek word meaning phlegmatic swelling. It is formed by the predominance of phlegm. It causes pitting on the site of swelling.
L4,1151,1112,M-8,‘Irq Madīnī,عرق مديني,Drancunculosis,"A type of parasitic disease. It starts with an eruption on the skin of the leg or hand or extremities or trunk more commonly on the calf muscles. After the ulceration of eruptions, a red thread like worm comes out from it which is quite long and its length gradually increases. This worm usually resides beneath the skin and creeps. There is pain at the site of worm. Sometimes, the number of these worms is about 40-50."
L4,1152,1112,M-9,Shafāqalūs,شفاقلوس,Moist gangrene,It is a Greek word meaning decomposition of organs. It is a decomposed inflammation which is caused by putrified blood or without blood.
L4,1153,1112,M-10,Ghāngharānā,غانغرانا,Dry gangrene,"An initial stage of <em>Shafāqalūs</em>, in which colour of the affected part slightly changes due to decayed and putrified blood. There is no loss of sensitivity of the part. The innate energy of the part remains preserved i.e. there is no destruction of tissues of the affected part."
L5,1154,1153,M-10.1,Ghāngharānā Yābisa,غانغرانا يابسہ,Dry gangrene,"A type of gangrene caused by chronic obstruction of the arteries. In this condition the decayed organ becomes hard, dry and wrinkled. The colour of organ changes to dark brown."
L5,1155,1153,M-10.2,Ghāngharānā Raṭba,غانغرانا رطبہ,Wet gangrene,Gangrene caused by obstruction of veins or occlusion of arteries abruptly.
L5,1156,1153,M-10.3,Ghāngharānā Raṭba ‘Ufūniyya,غانغرانا رطبہ عفونيہ,Infected gangrene,"A rapidly spreading gangrene in which decaying process is fast. The colour of the affected part changes to yellow, green,black and leads to toxaemia."
L5,1157,1153,M-10.4,Ghāngharānā ‘Arḍiyya,غانغرانا عرضيہ,,A type of gangrene that occurs as a result of complication of some other disease. It is of many types.
L5,1158,1153,M-10.5,Ghāngharānā Suddiyya,غانغرانا سديہ,Embolic gangrene,A type of gangrene that occurs as a result of obstruction of vessels.
L5,1159,1153,M-10.6,Ghāngharānā Shaykhūkhiyya,غانغرانا شيخوخيہ,Senile gangrene,A type of gangrene that occurs in old age.
L5,1160,1153,M-10.7,Ghāngharānā Takhaththuriyya,غانغرانا تخثريہ,Thrombotic gangrene,A type of gangrene that occurs due to the pressure of thrombus in the arteries.
L5,1161,1153,M-10.8,Ghāngharānā Dhayābīṭusiyya,غانغرانا ذيابطسيہ,Diabetic gangrene,A type of gangrene that occurs due to diabetes.
L5,1162,1153,M-10.9,Ghāngharānā Jurḥiyya,غانغرانا جرحيہ,Traumatic gangrene,A type of gangrene that occurs due to trauma or injury of a part.
L5,1163,1153,M-10.10,Ghāngharānā Bardiyya,غانغرانا برديہ,,A type of gangrene which develops when a part is exposed to extreme cold for a long duration of time.
L5,1164,1153,M-10.11,Ghāngharānā Ḥādda Sā‘iyya,غانغرانا حادة ساعيہ,,An acute infective type of gangrene which spreads very rapidly and is accompanied with swelling.
L4,1165,1112,M-11,Buthūr,بثور,Eruptions,"A spot, rash or other mark appearing suddenly on the skin. According to content, they are classified into different types."
L5,1166,1165,M-11.1,Buthūr Ṣighār,بثور صغار,,"According to Galen, small pustules are formed by the accumulation of morbid fluids which after being deviated towards skin gets collected in between the muscular layer and skin.This usually appears in those persons who have thick skin."
L5,1167,1165,M-11.2,Buthūr al-Aṣdāgh,بثور الاصداغ,,"A type of eruption which occurs on the external ear or pinna. These are small, red coloured papules. These are caused by the derangement of blood, mixed with fluids."
L5,1168,1165,M-11.3,Buthūr al-Sāq,بثور الساق,,"Big sized, black coloured eruptions from which black pus is discharged. They mostly occur at the calf muscles. These are caused due to the accumulation of morbid humours in the calf muscles."
L5,1169,1165,M-11.4,Buthūr al-Qafā,بثور القفیٰ,,"A type of abnormal eruptions which occur at nape of neck. These are multiple, large and painful pustules. These are caused by acrid humour."
L5,1170,1165,M-11.5,Shīlam,شيلم,,A type of abnormal eruptions which appear on face and cheeks in the form of hard pustules with redness around them. It involves the whole face in later stage.
L5,1171,1165,M-11.6,Khuld,خلد,,Persistent eruptions on skin and mucous membrane.
L5,1172,1165,M-11.7,Buṭm,بطم,,Black coloured large papules which occur on calf musles and are suppurated.
L5,1173,1165,M-11.8,Tūtha,توثہ,,An ulcerated papule found on the cheeks and vagina. It resembles with mulberry. It occurs beneath the skin.
L5,1174,1165,M-11.9,Dhāt al-Aṣl,ذات الاصل,,"Small, white coloured pustules with roots as hard as tumour. Their outer ends are filled with pus. These are melancholic in nature."
L5,1175,1165,M-11.10,Khāfiya Ẓāhira,خافيہ ظاهرہ,,A type of pustules that appear at different sites. These are due to accumulation of acrid blood in the body.
L4,1176,1112,M-12,Akyās,اكياس,Cysts,Fluctuant swelling which are more or less circular in shape and are filled with fluid or viscous material.
L4,1177,1112,M-13,‘Uqda,عقدہ,,Hard nodules present in an organ. These do not resolve even after a long period of time.
