levels,tid,pid,wordcode,code,word,translation,definition,refn
L5,1443,1423,மகிழம் நஞ்சு,YF20,Makiẕam Nañcu,toxic effects of consumption of tender fruit of mimusops elangi,"It is characterized by vomiting, dryness of the tongue, inflammation of the uvula, constipation, increase a thirst. It is explained by increased vatham.In seven udal thathukkal saram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 50"
L5,1444,1423,சோறு நஞ்சு,YF21,Cōṟu Nañcu,poisonous effect of consumption of excess or spoiled old boiled rice,"It is characterized by diarrhoea, flatulence with distended abdomen, belching due to hyper acidity, retrosternal burning sensation, indigestion, regurgitation, fever. It is explained by increased pitham that affects vatham.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 51"
L5,1445,1423,மருதோன்றியும் எண்ணெய் சேர்ந்த நஞ்சு,YF22,Marutōṉṟiyum EṇṇeyuÆ Cērnta Nañcu,toxic effect of consumption of lawsonia alba mixed with oil,"It is characterized by vomiting, dryness of the tongue and throat, loss of appetite. It is explained by increased vatham.In seven udal thathukkal saram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 51"
L5,1446,1423,நுங்கு நஞ்சு,YF23,Nuṅku Nañcu,toxic effects of consumption of palmyra tender fruit,"It is characterized by frequent diarrhea, indigestion, flatulence with distended abdomen, abdominal pain, loss of appetite. It is explained by increased vatham.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 51"
L5,1447,1423,புளித்த தயிர்ச்சோறு நஞ்சு,YF24,Puḷitta Tayirccōṟu Nañcu,toxic effects of consumption of sour curd disease,"It is characterized by indigestion, laziness, fatigue, excessive sleep, diarrhea, lassitude, stupidity. It is explained by increased vatham that affects kabam.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 52"
L5,1448,1423,கொடிக்கள்ளிப்பால் நஞ்சு,YF25,Koṭikkaḷḷippāl Nañcu,toxic effects of consumption of latex of sarcostemma brevistigma,"It is characterized by stomatitis, hoarseness of voice, irritation in throat, tenesmus in anus and irritation, nausea, vomiting, diarrhea. It is explained by increased pitham that affects vatham.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 52"
L5,1449,1423,நல்லெண்ணெய் சோறு நஞ்சு,YF26,Nalleṇṇey Cōṟu Nañcu,toxic effects of consumption of juice of betel leaf with gingelly oil,"It is characterized by indigestion, vomiting, irregular bowel movements, distension of abdomen, retrosternal burning sensation due to hyperacidity, unconsciousness, diarrhea, constipation, eructation due to indigestion. It is explained by increased pitham that affects vatham.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 52"
L5,1450,1423,வெற்றிலைசாறு நல்லெண்ணெய் நஞ்சு,YF27,Veṟṟilaiccāṟu Nalleṇṇey Nañcu,toxic effects of consumption of cooked rice with gingelly oil,"It is characterized by inflammation of stomach, increase of taste, distension of abdomen, vomiting, indigestion. It is explained by increased pitham that affects vatham.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 53"
L5,1451,1423,நெல்வேர் எண்ணெய் நஞ்சு,YF28,Nelvēr Eṇṇey Nañcu,toxic effects of consumption of root of paddy with gingelly oil,"It is characterized by vomiting with yellow colour, increased salivation, diarrhea, giddiness, increased thirst. It is explained by increased pitham that affects vatham.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 53"
L5,1452,1423,நெல்வேர் சர்க்கரை நஞ்சு,YF29,Nelvēr Carkkarai Nañcu,toxic effects of consumption of root of paddy with sugar,"It is characterized by vomiting, increased salivation, loss of taste, increased thirst. It is explained by increased pitham that affects vatham.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 53"
L5,1453,1423,நெல்வேர் நஞ்சு,YF30,Nelvēr Nañcu,toxic effects of consumption of root of paddy,"It is characterized by vomiting, flatulence, diarrhea, loss of appetite, indigestion. It is explained by increased vatham.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 53"
L5,1454,1423,கோதுமை நஞ்சு,YF31,Kōtumai Nañcu,toxic effects of consumption of triticum vulgare(wheat),"It is characterized by produces sense of heat, distension of abdomen, constipation or diarrhea, loss of appetite. It is explained by increased pitham that affects vatham.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 53"
L5,1455,1423,எண்ணெய் நஞ்சு,YF32,Eṇṇey Nañcu,toxic effects of consumption of gingelly oil,"It is characterized by increased secretion of acid, indigestion, constipation, inflammation of the stomach, abdominal discomfort, mental confusion with impaired mental function. It is explained by increased pitham that affects vatham.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 53"
L5,1456,1423,எருக்கு நஞ்சு,YF33,Erukku Nañcu,toxic effects of consumption of latex of calotropis gigantea,"It is characterized by inflammation of stomach, vomiting and diarrhea. . It is explained by increased pitham that affects vatham.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 54"
L5,1457,1423,சதுரக்கள்ளிப்பால் நஞ்சு,YF34,Caturakkaḷḷippāl Nañcu,toxic effects of consumption of latex of euphorbia antiquorum,"It is characterized by diarrhea followed by dysentry with blood stain, unconsciousness, redness of the eyes, eructation, flatulence with distended abdomen, vomiting, convulsions in both limbs, indigestion. . It is explained by increased pitham that affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 55"
L5,1458,1423,தில்லைப்பால் நஞ்சு,YF35,Tillaippāl Nañcu,toxic effects of consumption of latex of excoecaria agallocha,"It is characterized by increased thirst, fever, vomiting, inflammation in gastro intestinal tract, loss of appetite, dryness of mouth due to derangement of pitham, loss of taste, diarrhea, foul odour in breath, oral ulcer.It is explained by increased pitham that affects vatham.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 55"
L5,1459,1423,நேர்வாள நஞ்சு,YF36,Nērvāḷa Nañcu,toxic effects of consumption of croton tiglium(nervaalam),"It is characterized by nausea, diarrhea, parchedness in the mouth, exhaustion, perspiration, diminution of vision, formation of tartar on the teeth, vomiting, increased of stomach, increased salivation, unconsciousness, bitter taste. It is explained by increased vatham that affects pitham.In seven udal thathukkal upto enbu gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 55"
L5,1460,1423,சித்திர மூலவேர் நஞ்சு,YF37,Cittira Mūlavēr Nañcu,toxic effects of the root bark applied externally and excess consumtion internally,"External application: It is characterized by ulcerative dermatitis with erythroderma. Internal application: it is characterized by if consumed in excess, gastritis and retrosternal burning sensation occur. It also causes death. It is explained by increased pitham that affects vatham.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 56"
L5,1461,1423,செங்கொட்டை நஞ்சு,YF38,Cēṅkoṭṭai Nañcu,toxic effect due to improper purification and excess consumtion of semecarpus anacardium,"It is characterized by blisters on the body when comes into close contact with it. If the medicine is not properly prepared, it causes ulcers in the gastro intestinal tract, indigestion, vomiting, burning sensation, diarrhea, angioneurotic oedema, insomnia and at times becomes fatal. It is explained by increased pitham that affects vatham.In seven udal thathukkal saram and senneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 57"
L5,1462,1423,மஞ்சள் அலரி நஞ்சு,YF39,Mañcaḷ Alari Nañcu,"toxic effect caused due to consumption of nerium odurum(unripe fruit,flower, leaf and latex)","It is characterized by vomiting, foaming in the mouth, unconsciousness, diarrhoea, abdominal colic, locked jaw, finally death within short period of consumption. It is explained by increased pitham that affects vatham.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 57"
L5,1463,1423,ஊமத்தை நஞ்சு,YF40,Ūmattai Nañcu,clinical features dur to excess intake of datura alba,"It is characterized by unconsciousness, giddiness, parchedness of throat, dilated pupil, shock, blabbering, diminished vision, distension of abdomen, difficulty in breathing.It is explained by increased vatham affecting the pitham.In seven udal thathukkal saram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 58"
L5,1464,1423,எட்டிக்கொட்டை நஞ்சு,YF41,Eṭṭikkoṭṭai Nañcu,toxic effect of strychnos nuxvomica when consumed excessively,It is characterized by nervous debility and causes sterility in women and spermatolysis. It is explained by increased vatham affecting the pitham.In seven udal thathukkal upto sukkilam gets affected,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 59"
L5,1465,1423,அபினி நஞ்சு,YF42,Apiṉi Nañcu,clinical features of the papaver somniferum toxicity,"It is characterized by giddiness, indigestion, vomiting, dyspnea, constricted pupil, occasional dilation of pupil, facial paralysis, laziness, constipation, pallor of the face, cyanosis, hyperhidrosis, convulsions, psychiatric illness with mental disorder. It is explained by increased vatham affecting the pitham.In seven udal thathukkal saram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 59"
L5,1466,1423,கஞ்சா நஞ்சு,YF43,Kañcā Nañcu,clinical features of the cannabis sativus toxicity,"It is characterized by chronic and acute toxicity. In acute toxicity it exhibits two stages. Stage of excitement -halucination, delusion, psychosommatic disorders and in stage of narcosis - extreme laziness, improper speech, atlast deep sleep leading to death. it is explained by incresed pittham that affects the vatham and kabam. in seven udal thathukkalupto sukkilam gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 60"
